,Tow Date,Make,Style,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2600,2019-02-2,DODG,VN,SIL,731TQR,IN,10300 S. Doty,(773) 568-8495,2870184
2601,2019-02-2,DODG,VN,BLK,AP46967,IL,701 N. Sacramento,(773) 265-7605,6950769
2602,2019-02-2,FORD,4D,RED,,IL,10300 S. Doty,(773) 568-8495,2871094
2603,2019-02-2,FORD,PK,RED,464U428,IL,10300 S. Doty,(773) 568-8495,2871120
2604,2019-02-2,GMC,LL,BLK,UN6Z65,MO,10300 S. Doty,(773) 568-8495,2871109
2605,2019-02-2,GMC,LL,GRY,821262,IL,701 N. Sacramento,(773) 265-7605,6950796
2606,2019-02-2,HOND,2D,LBL,AZ54274,IL,701 N. Sacramento,(773) 265-7605,6950817
2607,2019-02-2,HOND,2D,SIL,,IL,10300 S. Doty,(773) 568-8495,2871125
2608,2019-02-2,HOND,4D,GRY,Q491394,IL,10300 S. Doty,(773) 568-8495,2871093
2609,2019-02-2,HOND,LL,RED,Z921246,IL,701 N. Sacramento,(773) 265-7605,6950822
2610,2019-02-2,HOND,LL,SIL,763557,IL,701 N. Sacramento,(773) 265-7605,6950806
2611,2019-02-2,HYUN,4D,BLK,K173921,IN,10300 S. Doty,(773) 568-8495,2871077
2612,2019-02-2,HYUN,4D,BLK,AF29526,IL,701 N. Sacramento,(773) 265-7605,6950768
2613,2019-02-2,INFI,4D,SIL,CWC5205,TX,701 N. Sacramento,(773) 265-7605,6950818
2614,2019-02-2,JEEP,LL,SIL,Z584488,IL,701 N. Sacramento,(773) 265-7605,6950729
2615,2019-02-2,KIA,4D,WHI,376U074,IL,10300 S. Doty,(773) 568-8495,2871087
2616,2019-02-2,KIA,LL,RED,X768735,IL,701 N. Sacramento,(773) 265-7605,6950782
2617,2019-02-2,LINC,LL,SIL,E988287,IL,701 N. Sacramento,(773) 265-7605,6950778
2618,2019-02-2,MAZD,VC,BLU,,IL,10300 S. Doty,(773) 568-8495,2871130
2619,2019-02-2,NISS,4D,BLK,168U076,IL,10300 S. Doty,(773) 568-8495,2871080
2620,2019-02-2,NISS,4D,TAN,AG57093,IL,10300 S. Doty,(773) 568-8495,2871111
2621,2019-02-2,NISS,4D,WHI,AU30278,IL,701 N. Sacramento,(773) 265-7605,6950795
2622,2019-02-2,NISS,4D,MAR,226921,IL,701 N. Sacramento,(773) 265-7605,6950811
2623,2019-02-2,PONT,2D,BLU,BD74613,IL,10300 S. Doty,(773) 568-8495,2871082
2624,2019-02-2,SCIO,4D,WHI,,IL,701 N. Sacramento,(773) 265-7605,6950808
2625,2019-02-2,SUZI,LL,SIL,AU92792,IL,701 N. Sacramento,(773) 265-7605,6950829
2626,2019-02-2,TOYT,2D,BLU,Z944124,IL,701 N. Sacramento,(773) 265-7605,6950741
2627,2019-02-2,TOYT,4D,GRY,AT74715,IL,701 N. Sacramento,(773) 265-7605,6950792
2628,2019-02-2,TOYT,4D,SIL,AY56972,IL,701 N. Sacramento,(773) 265-7605,6950775
2629,2019-02-2,TOYT,4D,BLK,AG91668,IL,701 N. Sacramento,(773) 265-7605,6950810
2630,2019-02-19,ACUR,4D,BLU,AG72031,IL,10300 S. Doty,(773) 568-8495,2871056
2631,2019-02-19,BUIC,4T,RED,,IL,10300 S. Doty,(773) 568-8495,2871022
2633,2019-02-19,CHEV,4D,RED,N965670,IL,10300 S. Doty,(773) 568-8495,2871028
2634,2019-02-19,CHEV,4D,BLU,AP98290,IL,701 N. Sacramento,(773) 265-1846,1538394
2635,2019-02-19,CHEV,4D,SIL,532946,IL,400 E. Lower Wacker,(312) 744-7550,999762
2636,2019-02-19,CHEV,4D,BLU,Z972393,IL,10300 S. Doty,(773) 568-8495,2871058
2637,2019-02-19,CHEV,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6950669
2638,2019-02-19,CHEV,4D,SIL,929VHF,AR,701 N. Sacramento,(773) 265-7605,6950728
2639,2019-02-19,CHEV,4D,SIL,AD75531,IL,701 N. Sacramento,(773) 265-7605,6950677
2640,2019-02-19,CHEV,LL,BLU,Z162714,IL,10300 S. Doty,(773) 568-8495,2871064
2641,2019-02-19,CHRY,4D,BLU,527U729,IL,701 N. Sacramento,(773) 265-7605,6950710
2642,2019-02-19,CHRY,4D,GRN,AH38009,IL,701 N. Sacramento,(773) 265-1846,1538393
2643,2019-02-19,CHRY,VN,SIL,E370307,IL,10300 S. Doty,(773) 568-8495,2871054
2644,2019-02-19,DODG,2D,WHI,JF3510,MS,10300 S. Doty,(773) 568-8495,2871016
2645,2019-02-19,DODG,LL,GRY,AQ46490,IL,10300 S. Doty,(773) 568-8495,2871061
2646,2019-02-19,DODG,SW,TAN,,IL,701 N. Sacramento,(773) 265-7605,6950660
2647,2019-02-19,DODG,VN,BLU,BA71820,IL,10300 S. Doty,(773) 568-8495,2871067
2648,2019-02-19,FORD,4D,BLU,,IL,701 N. Sacramento,(773) 265-7605,6950658
2649,2019-02-19,FORD,PK,BLK,528U474,IL,10300 S. Doty,(773) 568-8495,2871036
2650,2019-02-19,FORD,PK,GRY,2131699B,IL,701 N. Sacramento,(773) 265-7605,6950721
2651,2019-02-19,HOND,2D,GRY,Z261525,IL,701 N. Sacramento,(773) 265-1846,1538392
2652,2019-02-19,HOND,2D,SIL,457U643,IL,10300 S. Doty,(773) 568-8495,2871071
2654,2019-02-19,HOND,4D,GLD,AY69526,IL,701 N. Sacramento,(773) 265-7605,6950712
2655,2019-02-19,HOND,4D,SIL,V612811,IL,10300 S. Doty,(773) 785-9752,1718977
2656,2019-02-19,ISU,LL,BLK,9498336,IL,701 N. Sacramento,(773) 265-7605,6950717
2657,2019-02-19,JEEP,LL,GRN,V620318,IL,10300 S. Doty,(773) 568-8495,2871052
2658,2019-02-19,JEEP,LL,LGR,AY78645,IL,701 N. Sacramento,(773) 265-7605,6950664
2659,2019-02-19,LEXS,4D,WHI,AT82222,IL,701 N. Sacramento,(773) 265-7605,6950726
2660,2019-02-19,MITS,4D,GLD,R127694,IL,701 N. Sacramento,(773) 265-7605,6950725
2661,2019-02-19,NISS,4D,MAR,,IL,10300 S. Doty,(773) 568-8495,2871047
2662,2019-02-19,NISS,4D,PLE,X730176,IL,10300 S. Doty,(773) 568-8495,2871063
2663,2019-02-19,NISS,4D,BLK,AX88988,IL,701 N. Sacramento,(773) 265-7605,6950708
2664,2019-02-19,NISS,VN,WHI,AZ1587,IN,701 N. Sacramento,(773) 265-1846,1538389
2665,2019-02-19,SATR,LL,GRY,AJ46142,IL,701 N. Sacramento,(773) 265-7605,6950714
2666,2019-02-19,SATR,LL,DGR,,IL,10300 S. Doty,(773) 568-8495,2871045
2667,2019-02-19,SUZI,4D,RED,AW22391,IL,10300 S. Doty,(773) 568-8495,2871059
2668,2019-02-19,TOYT,4D,WHI,AH37132,IL,701 N. Sacramento,(773) 265-7605,6950675
2669,2019-02-19,TOYT,LL,BLK,UG7654,IL,701 N. Sacramento,(773) 265-1846,1538390
2670,2019-02-19,TOYT,LL,,AUL370,IN,10300 S. Doty,(773) 568-8495,2871041
2671,2019-02-19,,,,SMLYGI,IL,10300 S. Doty,(773) 568-8495,2871043
2672,2019-02-18,BUIC,4D,MAR,R906343,IL,10300 S. Doty,(773) 568-8495,2870963
2673,2019-02-18,CADI,4D,GRY,AH42800,IL,701 N. Sacramento,(773) 265-7605,6950639
2674,2019-02-18,CHEV,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2870999
2675,2019-02-18,CHEV,4D,RED,AS87608,IL,10300 S. Doty,(773) 568-8495,2870997
2676,2019-02-18,CHEV,LL,RED,AS72682,IL,10300 S. Doty,(773) 568-8495,2871002
2677,2019-02-18,CHEV,LL,GRN,,IL,10300 S. Doty,(773) 568-8495,2871001
2678,2019-02-18,CHEV,PK,SIL,1098008B,IL,701 N. Sacramento,(773) 265-7605,6950641
2679,2019-02-18,CHRY,4D,SIL,469U509,IL,10300 S. Doty,(773) 568-8495,2870971
2680,2019-02-18,DODG,4D,BLU,AS83038,IL,10300 S. Doty,(773) 568-8495,2870995
2681,2019-02-18,DODG,VN,GRY,602U753,IL,701 N. Sacramento,(773) 265-7605,6950583
2682,2019-02-18,FORD,4D,GRY,KSB5594,PA,701 N. Sacramento,(773) 265-7605,6950636
2683,2019-02-18,FORD,4D,RED,,IL,701 N. Sacramento,(773) 265-7605,6950587
2684,2019-02-18,FORD,PK,WHI,5156NB,IL,10300 S. Doty,(773) 568-8495,2870980
2685,2019-02-18,FORD,PK,WHI,2408690,IL,10300 S. Doty,(773) 568-8495,2870993
2686,2019-02-18,HOND,4D,DBL,,IL,701 N. Sacramento,(773) 265-7605,6950631
2687,2019-02-18,HOND,4D,WHI,477MJV,MN,701 N. Sacramento,(773) 265-7605,6950581
2688,2019-02-18,HOND,4D,GRY,AG42248,IL,701 N. Sacramento,(773) 265-7605,6950644
2689,2019-02-18,HOND,VN,BLU,376U611,IL,701 N. Sacramento,(773) 265-7605,6950638
2690,2019-02-18,ISU,LL,GRN,Q704279,IL,701 N. Sacramento,(773) 265-7605,6950588
2691,2019-02-18,JEEP,LL,RED,,IL,10300 S. Doty,(773) 568-8495,2871000
2692,2019-02-18,JEEP,LL,BLU,AT82378,IL,701 N. Sacramento,(773) 265-7605,6950577
2693,2019-02-18,KIA,4T,BLK,AF80208,IL,701 N. Sacramento,(773) 265-7605,6950582
2694,2019-02-18,LINC,4D,BLK,ADU2053,IL,10300 S. Doty,(773) 568-8495,2871003
2695,2019-02-18,MERC,4D,GRY,E82FF,IL,701 N. Sacramento,(773) 265-7605,6950628
2696,2019-02-18,NISS,4D,BLK,AY63758,IL,10300 S. Doty,(773) 568-8495,2870991
2697,2019-02-18,NISS,4D,BLK,BB31875,IL,10300 S. Doty,(773) 568-8495,2871004
2698,2019-02-18,NISS,4D,BLU,RNP6350,ID,10300 S. Doty,(773) 568-8495,2871008
2699,2019-02-18,NISS,SW,SIL,G273962,IL,701 N. Sacramento,(773) 265-7605,6950620
2700,2019-02-18,OLDS,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6950586
2701,2019-02-18,OLDS,VN,GRY,671A0L,IN,701 N. Sacramento,(773) 265-7605,6950648
2702,2019-02-18,PONT,2D,DGR,408057D,TX,701 N. Sacramento,(773) 265-7605,6950652
2704,2019-02-18,PONT,VN,GRY,,IL,701 N. Sacramento,(773) 265-7605,6950646
2705,2019-02-18,SATR,VN,SIL,BB15456,IL,10300 S. Doty,(773) 568-8495,2870998
2706,2019-02-18,TOYT,4D,GRY,AP49865,IL,10300 S. Doty,(773) 568-8495,2871006
2707,2019-02-18,TOYT,4D,SIL,Q954111,IL,701 N. Sacramento,(773) 265-7605,6950578
2708,2019-02-18,TOYT,LL,GRN,AK81985,IL,701 N. Sacramento,(773) 265-7605,6950615
2709,2019-02-18,VOLV,4D,SIL,AH21874,IL,701 N. Sacramento,(773) 265-7605,6950642
2710,2019-02-17,BUIC,4D,TAN,AT53050,IL,701 N. Sacramento,(773) 265-7605,6950411
2711,2019-02-17,CHEV,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2870954
2712,2019-02-17,CHEV,4D,GRY,H307360,IL,701 N. Sacramento,(773) 265-7605,6950428
2713,2019-02-17,CHEV,4D,SIL,818264,IL,701 N. Sacramento,(773) 265-7605,6950548
2714,2019-02-17,CHEV,4D,BLK,9376752,IN,701 N. Sacramento,(773) 265-7605,6950568
2715,2019-02-17,CHEV,4D,RED,AS84594,IL,10300 S. Doty,(773) 568-8495,2870899
2716,2019-02-17,CHEV,4D,BLU,AT77361,IL,10300 S. Doty,(773) 568-8495,2870892
2717,2019-02-17,CHEV,4D,WHI,AJ85117,IL,10300 S. Doty,(773) 568-8495,2870897
2718,2019-02-17,CHEV,4D,WHI,Z715011,IL,701 N. Sacramento,(773) 265-7605,6950564
2719,2019-02-17,CHEV,4D,MAR,899KYK,MN,701 N. Sacramento,(773) 265-7605,6950560
2720,2019-02-17,CHEV,CP,RED,HFD7435,OH,10300 S. Doty,(773) 568-8495,2870947
2721,2019-02-17,CHEV,VN,TAN,1967105-,IL,10300 S. Doty,(773) 568-8495,2870898
2722,2019-02-17,CHRY,VN,SIL,977356,IL,701 N. Sacramento,(773) 265-7605,6950570
2723,2019-02-17,CHRY,VN,BLK,V742333,IL,10300 S. Doty,(773) 568-8495,2870959
2724,2019-02-17,FORD,4D,SIL,569U861,IL,701 N. Sacramento,(773) 265-7605,6950569
2725,2019-02-17,FORD,4D,GRY,AS28586,IL,701 N. Sacramento,(773) 265-7605,6950561
2726,2019-02-17,FORD,4T,SIL,Z852901,IL,10300 S. Doty,(773) 568-8495,2870873
2727,2019-02-17,FORD,LL,SIL,Z406696,IL,10300 S. Doty,(773) 568-8495,2870955
2728,2019-02-17,FORD,LL,GRY,AN44783,IL,10300 S. Doty,(773) 568-8495,2870878
2729,2019-02-17,FORD,LL,GRN,S481048,IL,701 N. Sacramento,(773) 265-7605,6950442
2730,2019-02-17,FORD,VN,BLU,BA33959,IL,10300 S. Doty,(773) 568-8495,2870860
2731,2019-02-17,GMC,LL,TAN,BA28088,IL,10300 S. Doty,(773) 568-8495,2870961
2732,2019-02-17,HOND,2D,SIL,Z837653,IL,701 N. Sacramento,(773) 265-7605,6950546
2733,2019-02-17,HOND,4D,RED,AX91318,IL,701 N. Sacramento,(773) 265-7605,6950551
2734,2019-02-17,HOND,4D,SIL,AS76730,IL,10300 S. Doty,(773) 568-8495,2870845
2735,2019-02-17,HYUN,4D,TAN,BA30090,IL,10300 S. Doty,(773) 568-8495,2870886
2736,2019-02-17,HYUN,4T,SIL,K22007,IN,10300 S. Doty,(773) 568-8495,2870870
2737,2019-02-17,HYUN,LL,PLE,AV78110,IL,10300 S. Doty,(773) 568-8495,2870950
2739,2019-02-17,JEEP,LL,RED,6G71Z0,TN,701 N. Sacramento,(773) 265-7605,6950414
2740,2019-02-17,JEEP,LL,BGE,,IL,10300 S. Doty,(773) 568-8495,2870944
2741,2019-02-17,KIA,4T,GRY,Q622545,IL,701 N. Sacramento,(773) 265-7605,6950449
2742,2019-02-17,MAZD,4D,BLK,BE72777,IL,701 N. Sacramento,(773) 265-7605,6950410
2743,2019-02-17,MITS,4D,BLK,346785,IL,10300 S. Doty,(773) 568-8495,2870933
2744,2019-02-17,NISS,4D,WHI,AX86776,IL,701 N. Sacramento,(773) 265-7605,6950572
2745,2019-02-17,NISS,4D,SIL,AG70057,IL,10300 S. Doty,(773) 568-8495,2870951
2748,2019-02-17,OLDS,4D,SIL,566198,IL,10300 S. Doty,(773) 568-8495,2870859
2749,2019-02-17,PONT,2D,BLK,506U922,IL,701 N. Sacramento,(773) 265-7605,6950408
2750,2019-02-17,PONT,4D,WHI,Z379031,IL,701 N. Sacramento,(773) 265-7605,6950549
2751,2019-02-17,PONT,4D,PLE,AR94784,IL,10300 S. Doty,(773) 568-8495,2870953
2752,2019-02-17,SATU,4T,BLK,630875,IL,10300 S. Doty,(773) 568-8495,2870871
2753,2019-02-17,TOYT,2D,BLK,Y462507,IL,10300 S. Doty,(773) 568-8495,2870893
2754,2019-02-17,TOYT,4D,TAN,BA33510,IL,701 N. Sacramento,(773) 265-7605,6950557
2755,2019-02-17,TOYT,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2870952
2756,2019-02-17,TOYT,4D,TAN,ZU82931,IL,701 N. Sacramento,(773) 265-7605,6950439
2757,2019-02-17,TOYT,4D,BGE,,IL,701 N. Sacramento,(773) 265-7605,6950438
2758,2019-02-16,BMW,4D,BLK,AX23981,IL,10300 S. Doty,(773) 568-8495,2870724
2759,2019-02-16,BUIC,4D,SIL,AU77568,IL,10300 S. Doty,(773) 568-8495,2870764
2760,2019-02-16,BUIC,4D,MAR,BA28844,IL,10300 S. Doty,(773) 568-8495,2870813
2761,2019-02-16,BUIC,LL,TAN,226868,IL,10300 S. Doty,(773) 568-8495,2870797
2762,2019-02-16,CADI,4D,GRN,Q475114,IL,10300 S. Doty,(773) 568-8495,2870781
2763,2019-02-16,CHEV,2D,BLU,AL73680,IL,10300 S. Doty,(773) 568-8495,2870798
2764,2019-02-16,CHEV,2D,BLK,E742054,IL,10300 S. Doty,(773) 568-8495,2870692
2765,2019-02-16,CHEV,2D,WHI,,IL,701 N. Sacramento,(773) 265-7605,6950384
2766,2019-02-16,CHEV,4D,BLU,BB31634,IL,10300 S. Doty,(773) 568-8495,2870688
2767,2019-02-16,CHEV,4D,BLK,E395630,IL,10300 S. Doty,(773) 568-8495,2870731
2768,2019-02-16,CHEV,4D,GRY,AS21500,IL,10300 S. Doty,(773) 568-8495,2870698
2769,2019-02-16,CHEV,4D,RED,302ZXH,IN,10300 S. Doty,(773) 568-8495,2870700
2770,2019-02-16,CHEV,4D,SIL,AN71162,IL,10300 S. Doty,(773) 568-8495,2870712
2771,2019-02-16,CHEV,4D,BRO,XWF882,IN,10300 S. Doty,(773) 568-8495,2870808
2772,2019-02-16,CHEV,4D,GRY,370522,IL,10300 S. Doty,(773) 568-8495,2870690
2773,2019-02-16,CHEV,4D,BLK,864986,IL,701 N. Sacramento,(773) 265-7605,6950369
2774,2019-02-16,CHEV,LL,BLK,AJ85689,IL,10300 S. Doty,(773) 568-8495,2870799
2775,2019-02-16,CHEV,LL,WHI,255449,IL,10300 S. Doty,(773) 568-8495,2870718
2776,2019-02-16,CHEV,LL,GRY,AQ40987,IL,10300 S. Doty,(773) 568-8495,2870771
2777,2019-02-16,CHEV,LL,RED,AN57888,IL,10300 S. Doty,(773) 568-8495,2870824
2778,2019-02-16,CHEV,LL,SIL,735804,IL,10300 S. Doty,(773) 568-8495,2870763
2779,2019-02-16,CHEV,VN,SIL,AX27745,IL,10300 S. Doty,(773) 568-8495,2870711
2780,2019-02-16,CHRY,4D,BLK,AR87598,IL,10300 S. Doty,(773) 568-8495,2870726
2781,2019-02-16,CHRY,4D,RED,AV92197,IL,10300 S. Doty,(773) 568-8495,2870784
2782,2019-02-16,CHRY,LL,GRY,AT47712,IL,10300 S. Doty,(773) 568-8495,2870691
2783,2019-02-16,DODG,4D,GRN,39670CV,IL,10300 S. Doty,(773) 568-8495,2870829
2784,2019-02-16,DODG,4D,GRY,428390,IL,10300 S. Doty,(773) 568-8495,2870828
2785,2019-02-16,DODG,VN,TAN,1098108B,IL,10300 S. Doty,(773) 568-8495,2870708
2786,2019-02-16,FORD,2D,BLK,AD56525,IL,10300 S. Doty,(773) 568-8495,2870767
2787,2019-02-16,FORD,4D,RED,AR70588,IL,701 N. Sacramento,(773) 265-7605,6950377
2788,2019-02-16,FORD,4D,GRY,C907648,IL,10300 S. Doty,(773) 568-8495,2870836
2789,2019-02-16,FORD,4D,RED,1464475B,IL,10300 S. Doty,(773) 568-8495,2870827
2790,2019-02-16,FORD,4D,BLK,ASV465,IN,701 N. Sacramento,(773) 265-7605,6950261
2791,2019-02-16,FORD,4D,BLK,6525612,IL,701 N. Sacramento,(773) 265-7605,6950394
2792,2019-02-16,FORD,4D,BLK,AQ36353,IL,10300 S. Doty,(773) 568-8495,2870796
2793,2019-02-16,FORD,LL,GRY,AG75552,IL,10300 S. Doty,(773) 568-8495,2870702
2794,2019-02-16,FORD,PK,RED,VXH2781,VA,701 N. Sacramento,(773) 265-7605,6950403
2795,2019-02-16,GMC,LL,RED,AX21690,IL,10300 S. Doty,(773) 568-8495,2870803
2796,2019-02-16,HYUN,4D,SIL,,IL,10300 S. Doty,(773) 568-8495,2870807
2797,2019-02-16,HYUN,4D,TAN,AQ47848,IL,10300 S. Doty,(773) 568-8495,2870709
2798,2019-02-16,HYUN,4D,SIL,LRA530,IL,10300 S. Doty,(773) 568-8495,2870809
2799,2019-02-16,HYUN,4D,WHI,ZY44547,IL,701 N. Sacramento,(773) 265-7605,6950402
2800,2019-02-16,HYUN,4D,GRY,AL51437,IL,10300 S. Doty,(773) 568-8495,2870794
2801,2019-02-16,HYUN,4D,RED,AR28759,IL,10300 S. Doty,(773) 568-8495,2870832
2802,2019-02-16,JEEP,LL,SIL,AS72875,IL,10300 S. Doty,(773) 568-8495,2870716
2803,2019-02-16,MAZD,4D,WHI,AS85634,IL,10300 S. Doty,(773) 568-8495,2870766
2804,2019-02-16,MERC,4D,GRY,5370575,IL,701 N. Sacramento,(773) 265-7605,6950275
2805,2019-02-16,MERC,4D,WHI,,IL,10300 S. Doty,(773) 568-8495,2870806
2806,2019-02-16,MERC,4D,RED,714WPE,MN,10300 S. Doty,(773) 568-8495,2870793
2807,2019-02-16,MITS,4D,TAN,AL24837,IL,10300 S. Doty,(773) 568-8495,2870826
2808,2019-02-16,MITS,4D,YEL,813417,IL,10300 S. Doty,(773) 568-8495,2870788
2809,2019-02-16,NISS,4D,BLK,BB13515,IL,10300 S. Doty,(773) 568-8495,2870817
2810,2019-02-16,NISS,4D,GRY,AT58644,IL,701 N. Sacramento,(773) 265-7605,6950380
2811,2019-02-16,NISS,LL,SIL,2J81J2,TN,10300 S. Doty,(773) 568-8495,2870822
2812,2019-02-16,OLDS,4D,GRY,AZG557,IN,701 N. Sacramento,(773) 265-7605,6950398
2813,2019-02-16,PONT,2D,BLK,BB14081,IL,10300 S. Doty,(773) 568-8495,2870717
2814,2019-02-16,PONT,4D,BLK,736TEB,IN,10300 S. Doty,(773) 568-8495,2870834
2815,2019-02-16,PONT,4D,GRY,AW18761,IL,701 N. Sacramento,(773) 265-7605,6950250
2817,2019-02-16,ROV,LL,SIL,,IL,701 N. Sacramento,(773) 265-7605,6950270
2818,2019-02-16,SATR,4D,GRY,270T509,IL,10300 S. Doty,(773) 568-8495,2870687
2819,2019-02-16,SATR,4D,BLU,,IL,10300 S. Doty,(773) 568-8495,2870792
2820,2019-02-16,SUBA,SW,GRN,,IL,10300 S. Doty,(773) 568-8495,2870831
2821,2019-02-16,TOYT,4D,GRY,NUKCU2,IL,10300 S. Doty,(773) 568-8495,2870723
2822,2019-02-16,TOYT,4D,GRY,,IL,701 N. Sacramento,(773) 265-7605,6950283
2823,2019-02-16,TOYT,4D,GRY,239609,IL,701 N. Sacramento,(773) 265-7605,6950389
2824,2019-02-16,TOYT,VN,WHI,799ZGA,WI,10300 S. Doty,(773) 568-8495,2870703
2825,2019-02-16,VW,4D,GRY,ZY81670,IL,10300 S. Doty,(773) 568-8495,2870706
2826,2019-02-16,VW,4D,SIL,AQ41707,IL,10300 S. Doty,(773) 568-8495,2870810
2827,2019-02-16,VOLV,4D,WHI,X708111,IL,10300 S. Doty,(773) 568-8495,2870745
2828,2019-02-15,ACUR,4D,SIL,AX23995,IL,10300 S. Doty,(773) 568-8495,2870655
2829,2019-02-15,BUIC,4D,RED,BE16218,IL,701 N. Sacramento,(773) 265-7605,6950226
2830,2019-02-15,BUIC,4D,SIL,AN18293,IL,10300 S. Doty,(773) 568-8495,2870558
2831,2019-02-15,BUIC,4D,WHI,R782061,IL,701 N. Sacramento,(773) 265-7605,6950210
2832,2019-02-15,BUIC,4D,TAN,,IL,701 N. Sacramento,(773) 265-7605,6950199
2833,2019-02-15,BUIC,4D,RED,AJ78695,IL,701 N. Sacramento,(773) 265-7605,6950233
2834,2019-02-15,BUIC,LL,CRM,Q465150,IL,10300 S. Doty,(773) 785-9752,1718974
2835,2019-02-15,CHEV,4D,SIL,BA61881,IL,701 N. Sacramento,(773) 265-7605,6950249
2836,2019-02-15,CHEV,4D,BLK,BB27983,IL,10300 S. Doty,(773) 568-8495,2870552
2837,2019-02-15,CHEV,4D,RED,727921,IL,10300 S. Doty,(773) 568-8495,2870675
2838,2019-02-15,CHEV,4D,RED,H584031,IL,10300 S. Doty,(773) 568-8495,2870568
2839,2019-02-15,CHEV,4D,BLK,,IL,10300 S. Doty,(773) 568-8495,2870653
2840,2019-02-15,CHEV,4D,GRY,,MN,10300 S. Doty,(773) 568-8495,2870657
2841,2019-02-15,CHEV,4D,GRY,Q992552,IL,701 N. Sacramento,(773) 265-7605,6950238
2842,2019-02-15,CHEV,4D,WHI,Q872856,IL,10300 S. Doty,(773) 568-8495,2870597
2843,2019-02-15,CHEV,4D,SIL,Z403993,IL,10300 S. Doty,(773) 568-8495,2870593
2844,2019-02-15,CHEV,4D,WHI,938594,IL,10300 S. Doty,(773) 568-8495,482001
2845,2019-02-15,CHEV,LL,WHI,AET5598,WI,701 N. Sacramento,(773) 265-7605,6950208
2846,2019-02-15,CHEV,LL,BLK,AX25764,IL,10300 S. Doty,(773) 568-8495,2870636
2847,2019-02-15,CHEV,LL,BLK,Z720673,IL,701 N. Sacramento,(773) 265-7605,6950147
2848,2019-02-15,CHEV,LL,BLK,AK97653,IL,10300 S. Doty,(773) 568-8495,2870652
2849,2019-02-15,CHEV,LL,MAR,AJ12253,IL,10300 S. Doty,(773) 568-8495,2870649
2850,2019-02-15,CHEV,LL,BLK,E600454,IL,10300 S. Doty,(773) 568-8495,2870625
2851,2019-02-15,CHEV,LL,GRN,402145,IL,701 N. Sacramento,(773) 265-7605,6950205
2852,2019-02-15,CHRY,4D,BLK,Q783280,IL,10300 S. Doty,(773) 568-8495,2870590
2853,2019-02-15,CHRY,4D,LBL,H679823,IL,701 N. Sacramento,(773) 265-7605,6950231
2854,2019-02-15,DODG,4D,GRY,,IL,10300 S. Doty,(773) 568-8495,2870645
2855,2019-02-15,DODG,4D,PLE,C111685,IN,701 N. Sacramento,(773) 265-7605,6950236
2856,2019-02-15,DODG,LL,GRY,AX19168,IL,701 N. Sacramento,(773) 265-7605,6950225
2857,2019-02-15,DODG,LL,GRY,AJ83099,IL,701 N. Sacramento,(773) 265-7605,6950237
2858,2019-02-15,DODG,VN,BLU,AZ50752,IL,10300 S. Doty,(773) 568-8495,2870573
2859,2019-02-15,DODG,VN,SIL,AM98858,IL,10300 S. Doty,(773) 568-8495,2870643
2860,2019-02-15,FORD,2D,RED,AJ84844,IL,10300 S. Doty,(773) 568-8495,2870576
2861,2019-02-15,FORD,4D,TAN,,IL,10300 S. Doty,(773) 568-8495,2870569
2864,2019-02-15,FORD,LL,GRY,AH23343,IL,701 N. Sacramento,(773) 265-7605,6950240
2865,2019-02-15,FORD,LL,BLU,AQ38012,IL,10300 S. Doty,(773) 568-8495,2870631
2866,2019-02-15,FORD,LL,,AV91047,IL,10300 S. Doty,(773) 568-8495,2870634
2867,2019-02-15,FORD,PK,DBL,854X345,TX,701 N. Sacramento,(773) 265-7605,6950229
2868,2019-02-15,FORD,VN,BLU,XRN165,IL,10300 S. Doty,(773) 568-8495,2870667
2869,2019-02-15,FORD,VN,WHI,AN35204,IL,10300 S. Doty,(773) 568-8495,2870648
2870,2019-02-15,GEN,MC,BLK,D34567,IL,701 N. Sacramento,(773) 265-7605,6950230
2871,2019-02-15,GMC,4D,WHI,BA70085,IL,10300 S. Doty,(773) 568-8495,2870588
2872,2019-02-15,GMC,PK,WHI,1658543B,IL,10300 S. Doty,(773) 568-8495,2870575
2873,2019-02-15,GMC,VN,WHI,,IL,10300 S. Doty,(773) 568-8495,2870644
2874,2019-02-15,HOND,4D,SIL,AM12836,IL,10300 S. Doty,(773) 785-9752,1718973
2875,2019-02-15,HOND,4D,SIL,AY38309,IL,10300 S. Doty,(773) 785-9752,1718976
2876,2019-02-15,HYUN,4D,TAN,427U470,IL,701 N. Sacramento,(773) 265-7605,6950154
2877,2019-02-15,HYUN,4D,GLD,BA96431,IL,701 N. Sacramento,(773) 265-1846,1538387
2878,2019-02-15,HYUN,4D,WHI,OD2-8K1,TN,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416127
2879,2019-02-15,HYUN,4D,SIL,AW28202,IL,10300 S. Doty,(773) 568-8495,2870681
2880,2019-02-15,HYUN,LL,WHI,Z997819,IL,10300 S. Doty,(773) 568-8495,2870564
